"","site","timepoint","genotype","array","tag_number","number_branches","sa","volume","tle","sav","breakage","growth","initial_tle","initial_sa","initial_vol","initial_sav"
"171","Daves","T2","3","15","149",0,27.050751,9.289076,4.584079,2.91210352891935,5,-1.466832,7.706176,23.9692149243237,5.29347834748937,4.5280651682824
"172","Daves","T2","36","15","150",0,20.080544,6.990843,4.832816,2.87240666111369,0,1.07028,7.11911,21.3513184518196,4.84434929323878,4.40746881766339
"173","Daves","T2","13","16","151",8,40.411621,9.383503,16.953665,4.30666681728561,0,8.065133,7.271248,20.0336145147729,3.68606727532241,5.43495628766585
"174","Daves","T2","1","16","152",10,39.561634,13.280359,15.477038,2.97895817424815,0,7.387298,7.226232,18.2262485448389,3.46126175171988,5.26578162884746
"175","Daves","T2","3","16","153",22,99.452744,27.420685,37.748606,3.62692412680427,0,NA,10.190786,37.5825130982806,9.77513165820056,3.84470658937385
"176","Daves","T2","44","16","156",13,114.411819,34.606972,33.690449,3.30603379573341,0,15.67578,10.789007,43.8089842751163,11.4986498227557,3.80992420418082
"177","Daves","T2","31","16","157",15,76.975403,20.477802,29.298696,3.75896802791628,0,16.067269,8.172715,26.0785152143275,5.36824648191581,4.85792060818725
"178","Daves","T2","36","16","158",7,61.917114,19.287554,17.688318,3.21021079189201,0,5.780049,8.523751,33.98749352478,8.49412230277186,4.00129552098502
"179","Daves","T2","62","16","159",6,54.570412,16.524605,15.380958,3.30237315808759,0,7.664434,8.553196,28.2848362501099,6.63774255767722,4.2612132067996
"180","Daves","T2","1","17","162",8,65.540253,20.595974,18.186584,3.1821875964691,0,6.077736,8.212301,24.9453534558294,5.465827456103,4.56387503194527
"181","Daves","T2","13","17","163",7,18.827835,4.33829,8.24519,4.33992079828688,0,5.775651,8.219562,23.5962309895843,4.65499617552356,5.06901189600448
"182","Daves","T2","41","17","164",3,20.282494,7.987094,5.661668,2.53940845068306,0,-8.716883,8.328667,25.2655222519387,5.38210737413127,4.6943549237564
"183","Daves","T2","7","17","165",3,50.779396,16.831638,13.611031,3.01690162300306,0,4.61396,8.608008,31.2131074590415,8.18283684670314,3.814460442483
"184","Daves","T2","31","17","166",1,20.40221,6.221243,7.288333,3.27944270943925,0,0.646774,7.948332,21.8192731357948,4.27125349535006,5.10840041677428
"185","Daves","T2","50","17","167",3,28.554565,9.752631,8.176897,2.92788325529798,0,2.996942,7.971973,22.9214745539413,4.73152155248589,4.8444193479154
"186","Daves","T2","36","17","168",4,65.740906,24.642177,14.968253,2.66782054199189,1,3.42816,9.085603,30.5791083671139,7.37787616338586,4.14470339294506
"187","Daves","T2","62","17","169",5,52.873638,17.247844,16.315733,3.06552158055233,0,7.085673,7.863658,27.504534690598,6.83732614844756,4.0227033336479
"188","Daves","T2","44","17","170",9,59.350796,17.708214,18.806071,3.35159694817332,0,9.101,8.727191,27.8429312918514,6.62555784936509,4.20235275653348
"189","Daves","T2","31","18","172",8,18.845869,5.259019,11.911774,3.58353316464535,0,8.41888,9.350462,28.8263309952607,5.84170761856998,4.93457271014827
"190","Daves","T2","41","18","173",4,23.26399,4.728506,11.300874,4.91994511585689,0,0.864598999999998,7.699077,22.4864240301142,4.54077441733744,4.95211212084381
"191","Daves","T2","36","18","174",6,44.346626,12.594452,15.213403,3.52112390439854,0,4.580574,8.970528,31.268821974591,7.98593482498237,3.91548674762193
"192","Daves","T2","3","18","175",5,51.703407,15.604707,16.456119,3.31332123057485,0,7.29329,8.098509,28.9306519772093,7.49823266654212,3.8583294575935
"193","Daves","T2","50","18","176",7,30.136803,8.180342,12.863738,3.6840517181311,0,7.020643,7.948463,25.0260022927802,5.61127625077701,4.4599483565463
"194","Daves","T2","62","18","178",2,42.629303,11.956681,12.313828,3.5653123973116,0,2.356538,7.560893,23.2986946011511,5.13196235817193,4.53991923071128
"195","Daves","T2","44","18","180",4,34.884834,9.982869,12.817006,3.49446977617356,0,NA,7.023495,19.4630208722917,3.99993334356,4.86583630290432
"196","Daves","T2","62","19","181",0,21.617184,7.496063,4.151041,2.88380500537415,5,-10.955099,8.396349,25.8293458470191,5.69171717381186,4.53805856093173
"197","Daves","T2","31","19","182",11,68.16761,18.510569,26.466306,3.68263179808249,0,11.911072,10.151221,32.6167345227096,7.55497240912098,4.31725395625958
"198","Daves","T2","36","19","184",4,51.134235,16.485195,14.888178,3.10182773088216,0,4.74009,8.847122,30.9334308256169,7.91730065484616,3.90706784725708
"199","Daves","T2","3","19","186",3,30.938227,11.121921,7.877058,2.78173410870298,0,4.710729,7.487703,20.6794887369666,4.23195089326332,4.88651434256608
"200","Daves","T2","50","19","188",3,17.785343,6.314398,5.75639,2.81663319290295,5,-6.139422,8.2502,26.9033163418588,5.94923779828174,4.52214506362967
"201","Daves","T2","7","19","189",0,24.932856,9.081117,5.085651,2.74557149742702,0,0.594196,6.692168,19.6128339151408,4.02492373675144,4.87284609545683
"202","Daves","T2","13","19","190",3,17.915258,26.578363,7.862903,0.674054229750719,0,3.122164,7.277697,18.8884416264408,3.39980486466943,5.5557428671064
"203","Daves","T2","36","20","191",6,74.760414,25.569857,20.277593,2.92377129836901,0,7.53106000000001,10.568982,36.6995637165455,8.68182760827427,4.22717028861167
"204","Daves","T2","31","20","192",9,58.912815,15.978183,21.830731,3.68707849947644,0,10.886019,8.828995,26.3576748793754,5.61612385585564,4.69321467187617
"205","Daves","T2","1","20","193",9,41.881248,11.711742,13.986484,3.5760050042086,0,6.150555,6.505289,18.8208496480611,4.02519524086114,4.67576068286183
"206","Daves","T2","3","20","197",1,30.078642,7.843593,8.400351,3.83480402412517,2,-0.494776,8.128202,23.8231757614086,4.70490178290754,5.06347993234543
"207","Daves","T2","50","20","198",3,26.543949,10.593328,6.232456,2.50572331943276,0,3.525163,9.018113,30.2203986517411,6.69552880656428,4.51351932383789
"208","Daves","T2","13","20","199",9,61.500721,15.088989,22.65005,4.07586757469304,0,8.896587,9.327672,29.8078440649043,6.27761672700754,4.74827396465049
"209","Daves","T2","7","20","200",4,44.868423,14.618066,12.619727,3.06938161313542,0,3.053521,7.380193,24.4970518937503,6.02454902033764,4.06620509038159
"210","Looe","T2","1","1","7",1,20.430603,5.824276,5.126235,3.50783565201924,0,1.587423,6.418923,16.6182386777574,3.60207149470096,4.61352271941427
"211","Looe","T2","44","1","8",0,9.961702,2.824832,3.870553,3.52647591077983,0,-5.216207,9.755547,32.930587926239,7.89758823205133,4.16970180752074
"212","Looe","T2","36","1","9",8,60.739243,20.512135,17.999576,2.96113705374892,0,7.572397,8.978914,39.5794758223108,11.2781195691377,3.50940381325794
"213","Looe","T2","3","1","10",0,12.377607,4.770943,3.377026,2.59437327169912,0,-0.166814,6.081557,16.3260820684867,3.43354609683336,4.75487487514546
"214","Looe","T2","31","2","13",5,42.340969,10.875709,16.636693,3.89316862008721,1,6.917599,7.499077,23.0373037969593,5.34791981492587,4.30771301631393
"215","Looe","T2","50","2","14",4,25.958935,6.542173,8.211527,3.96793771733031,0,3.375351,8.623048,28.2963066681588,5.74704857481806,4.92362406542817
"216","Looe","T2","41","2","15",2,28.895887,9.608,9.334894,3.00748199417152,0,NA,8.723368,26.6698742420169,5.90036201803937,4.52004032303072
"217","Looe","T2","3","2","17",6,51.943336,13.978547,18.446613,3.71593242130244,0,8.701182,8.186712,25.1183676880221,5.11935164940668,4.9065525105964
"218","Looe","T2","7","2","18",3,55.038883,22.259438,13.463787,2.47260883226252,1,1.679764,8.401778,36.1738853884279,11.3541404165822,3.18596424398605
"219","Looe","T2","36","2","19",3,46.778488,14.5315,12.784384,3.21910938306438,0,1.564647,10.431457,42.2135108036163,9.45777240418876,4.46336716507582
"220","Looe","T2","3","3","21",5,41.15789,11.750795,11.865313,3.5025621670704,0,NA,7.282414,25.6769660573586,6.6013738472966,3.88963974035099
"221","Looe","T2","50","3","24",4,33.91573,12.592319,9.558832,2.69336648793602,0,4.490322,8.571006,27.1686084319059,6.38178125765401,4.257213986976
"222","Looe","T2","31","3","27",6,44.679241,11.203068,14.997594,3.98812548491181,1,5.685271,7.555062,20.0935818718479,3.87412373621288,5.18661334536779
"223","Looe","T2","1","3","29",5,39.602345,12.95707,12.289517,3.05642749479628,0,4.192458,7.14955,20.569193177109,4.44066274941443,4.63200975571076
"224","Looe","T2","36","3","30",4,71.952621,23.265945,18.74925,3.0926154514678,1,5.967882,10.165267,32.3393480998902,7.59521854725886,4.2578561628831
"225","Looe","T2","41","4","31",2,11.805236,2.747195,4.976009,4.29719623106478,0,1.71735,9.481329,25.7426814630113,4.79130486548354,5.37279137640792
"226","Looe","T2","50","4","32",3,17.329813,4.792838,7.204496,3.61577274257966,0,3.746616,8.316473,24.7531848746972,4.95485645250385,4.99574207890294
"227","Looe","T2","13","4","33",0,10.391867,2.413172,4.588218,4.30631011796921,0,NA,7.309912,22.392336073995,5.0183452391533,4.46209557271772
"228","Looe","T2","44","4","34",9,64.214607,16.624434,22.025847,3.86266425671996,0,10.744825,8.729765,29.2589753717227,6.96643615279759,4.19999189398626
"229","Looe","T2","36","4","35",0,8.84881,3.520137,3.07943,2.51376864025463,0,0.130537,8.733731,26.0720226175571,5.65220144785539,4.61271999203949
"230","Looe","T2","62","4","36",6,61.777515,20.337469,18.362017,3.0376206105096,0,8.036144,9.054286,31.2221568016546,7.88735549819184,3.95850761498099
"231","Looe","T2","1","4","40",0,15.449011,5.106386,3.812825,3.02542953078753,0,0.452345,8.239419,26.2306148438811,5.69472068566005,4.60612842872746
"232","Looe","T2","31","5","41",6,57.046818,15.351737,19.161261,3.71598458207042,0,7.205418,8.032514,20.2922105099042,3.88074492938708,5.22894724573129
"233","Looe","T2","44","5","42",7,76.865707,21.901602,22.533709,3.50959290557832,0,10.863033,9.608008,30.8752489841031,7.31096867084583,4.22314064991487
"234","Looe","T2","50","5","43",5,52.005932,15.469425,15.609991,3.36185294540683,0,6.01375,9.033994,27.3280115780706,5.87915590202308,4.64828829741813
"235","Looe","T2","62","5","44",11,86.026634,25.924826,27.948348,3.31831095028372,0,NA,9.342276,31.8537681010494,7.8034732864261,4.08199873721078
"236","Looe","T2","36","5","45",6,70.905319,22.159532,18.584328,3.19976608711772,0,5.080776,10.082263,36.2926848018791,9.56812106969615,3.79308377658641
"237","Looe","T2","13","5","47",3,28.143629,7.63969,10.415674,3.68387054972126,0,2.066666,7.899937,23.6974944704524,5.14571875691691,4.60528365227852
"238","Looe","T2","1","5","48",5,46.218544,12.897208,14.717333,3.58360848332445,0,NA,7.014389,18.593882478713,3.64450657578081,5.1018929701696
"239","Looe","T2","41","5","49",7,50.417301,12.434993,17.864461,4.05446959238337,0,4.148482,9.559787,27.2416280566496,5.67828564540873,4.79750927618026
"240","Looe","T2","3","5","50",5,40.712917,9.314672,14.548225,4.37083742723308,5,4.102414,7.707844,20.7692846624078,4.14091045031751,5.01563241021435
"241","Looe","T2","41","6","52",8,49.312901,11.632736,19.424717,4.23914898438338,0,7.986335,8.233462,19.0842916892436,3.26581485853648,5.84365388606134
"242","Looe","T2","13","6","53",11,69.063248,18.718943,25.421558,3.68948439022438,0,10.957517,8.024495,23.8971180537356,5.28983647593163,4.51755326699903
"243","Looe","T2","44","6","55",7,36.606644,12.776649,12.086563,2.86512089359268,0,7.305444,10.572797,30.6457253044563,5.9915776937593,5.1148006202734
"244","Looe","T2","7","6","56",4,31.929022,9.660095,10.33502,3.30524927549884,0,2.626643,6.512749,21.8217135451146,5.02342508338408,4.34399103856332
"245","Looe","T2","36","6","57",5,67.133377,19.798294,17.972891,3.3908667585197,0,4.983454,10.124927,34.5572948165268,7.99713843643761,4.32120752831692
"246","Looe","T2","31","6","58",3,8.113086,2.552066,3.550054,3.17902671796106,0,0.938502,7.813678,24.654536659679,5.22683057775462,4.71691903782162
"247","Looe","T2","3","6","59",6,47.254837,14.460211,13.662565,3.26792167832129,0,5.072304,6.706171,17.1033685617693,3.09149339758149,5.53239692348993
"248","Looe","T2","1","6","60",9,55.624252,16.267084,18.727738,3.41943596037249,0,9.782119,7.806027,23.8331729613347,5.31921476250637,4.48058106796664
"249","Looe","T2","44","7","61",9,85.85009,29.529495,26.19104,2.90726576936043,0,15.342545,8.805228,29.7395498165956,6.85263675989234,4.3398695799342
"250","Looe","T2","13","7","62",5,47.701248,13.396139,16.616394,3.56082062152386,0,5.090924,6.775881,20.6740965276247,4.59931599018905,4.49503721243012
"251","Looe","T2","50","7","63",4,27.446159,7.925541,10.039709,3.46300132697566,0,4.521449,8.363528,26.6654064621283,5.73155532654171,4.65238577365659
"252","Looe","T2","1","7","64",10,48.345844,10.448812,17.496612,4.62692256306267,0,8.437374,6.846406,21.3633449160519,5.08744079477169,4.19923214399013
"253","Looe","T2","36","7","65",4,27.140404,10.648322,8.89479,2.54879632678275,0,NA,9.416637,33.4471561033456,8.01818756369733,4.17141103742434
"254","Looe","T2","7","7","66",3,45.620998,14.855828,11.889965,3.07091587220854,0,4.528066,6.701969,20.7261991003516,4.95306054077341,4.18452367576256
"255","Looe","T2","41","7","68",5,45.779972,12.340124,17.512076,3.70984699991669,0,7.02138,8.512565,26.8170960078179,5.96030737984449,4.49928070798886
"256","Looe","T2","3","7","69",10,87.920616,26.546839,28.79399,3.31190527052957,0,18.388642,8.235332,23.7029672870463,5.1338940831419,4.61695681741456
"257","Looe","T2","62","8","73",7,41.94553,11.716337,15.302399,3.58008906708641,0,2.552714,8.89148,27.5717484947439,6.13091785126947,4.4971648884571
"258","Looe","T2","31","8","75",4,27.268524,6.34478,11.786457,4.2977887334155,0,3.790892,6.482586,21.8304954994045,4.88924590251976,4.46500256576454
"259","Looe","T2","36","8","77",0,6.219167,2.543643,2.200711,2.44498422144932,0,-1.161666,9.617987,37.2193708291076,8.47005249965238,4.39423142071848
"260","Looe","T2","41","8","80",5,43.864468,10.36498,16.448793,4.23198771247026,0,4.755016,9.64374,29.6506949699016,6.11702777683772,4.84723889634353
"261","Looe","T2","62","9","82",0,13.564935,4.681876,4.539847,2.89732897667516,0,0.395513,8.779782,30.0785935815889,7.2896886292684,4.126183587708
"262","Looe","T2","13","9","83",3,17.936218,5.644423,6.827451,3.17768849003698,0,3.111359,7.924602,22.9870435137453,4.72142343525853,4.86866806778719
"263","Looe","T2","1","9","85",3,26.858564,9.279202,8.619951,2.89449071159352,0,2.45069,9.584589,27.2595020144296,5.65564077982037,4.81987860892668
"264","Looe","T2","31","9","86",1,15.846017,5.614431,5.023947,2.82237273910749,0,1.530583,7.261439,17.4892855211077,2.76491838187636,6.32542560234232
"265","Looe","T2","36","9","87",4,58.307602,17.895742,13.456817,3.25818298006308,0,3.301098,10.75372,35.7340346986969,8.63039663498361,4.14048579805102
"266","Looe","T2","41","9","90",0,7.648777,2.400307,2.400307,3.18658279961688,0,-0.344387,9.866615,28.945737730506,5.8352315965764,4.96051223527937
"267","Looe","T2","62","10","91",9,82.859901,28.871357,23.813466,2.86996904925529,0,10.060951,10.745427,37.4455632099027,8.77939015756466,4.26516677558044
"268","Looe","T2","1","10","93",0,23.663908,8.173213,5.563061,2.89530053847856,0,1.204962,6.595071,17.9564525096732,3.79666072163348,4.72953835652389
"269","Looe","T2","3","10","94",4,28.103928,10.319827,8.518585,2.72329448933592,0,4.919462,6.601647,19.3164723074902,3.86328074582861,5.00001775132373
"270","Looe","T2","41","10","95",2,18.764751,5.418597,6.960006,3.46302760659263,0,2.444631,9.511276,27.8735093827533,5.35477415384437,5.20535667461193
"271","Looe","T2","7","10","96",3,37.229851,12.379319,10.910805,3.00742318701053,0,3.688863,7.132475,21.9416041656352,4.63679293639512,4.73206469786716
"272","Looe","T2","13","10","97",7,42.157932,12.693629,16.116438,3.32118829059838,0,5.451258,7.748622,24.0545807292827,5.15306750837423,4.66801195408204
"273","Looe","T2","36","10","99",0,17.46353,6.879683,3.206658,2.53842073828111,5,-12.999637,10.0802,34.0877717850934,8.07464735644331,4.22158024745098
"274","Looe","T2","50","10","100",10,83.099945,22.250244,30.626826,3.73478803198743,0,16.873711,8.94447,27.0625731138853,5.53324787479371,4.890902002993
"275","Daves","T1","31","11","101",6,47.63625,12.475038,16.127855,3.81852544256779,0,6.153908,9.973947,30.0083273198635,6.8979917473096,4.35029910431069
"276","Daves","T1","1","11","102",0,27.533243,6.663877,8.91404,4.13171536629503,0,0.563029,8.351011,22.9606301329214,4.75752476417912,4.8261714380972
"277","Daves","T1","50","11","104",4,43.733776,12.359119,13.093211,3.538583615871,0,4.724238,8.368973,24.5353921686867,5.26948328471965,4.65612866442408
"278","Daves","T1","41","11","105",0,2.864377,0.411392,1.003787,6.96264633245177,5,-6.427415,7.431202,9.74866071992688,3.51542136052536,2.77311301268022
"279","Daves","T1","7","11","106",0,24.609592,6.755872,5.896895,3.64269660526428,0,-3.656907,9.553802,34.4990441074236,9.33247431718544,3.69666638609385
"280","Daves","T1","3","11","107",1,23.041569,7.56591,5.338112,3.04544582211525,0,-2.136966,7.475078,20.5802972503586,4.18443849203534,4.91829364669385
"281","Daves","T1","44","11","108",0,7.742584,2.698469,7.742584,2.86925067510503,5,-0.231327,7.973911,20.5500941399539,3.95332899561469,5.19817454169626
"282","Daves","T1","13","11","109",0,6.671021,2.008265,2.039905,3.32178323079872,5,-7.390146,9.430051,27.8597128742587,6.04770577855314,4.60665811042876
"283","Daves","T1","36","11","110",1,13.69286,4.374237,3.74251,3.13034250316112,1,-4.779865,8.522375,31.0125342872708,8.06888562325063,3.84347179217756
"284","Daves","T1","7","12","111",0,46.335011,16.257368,9.755496,2.85009301628652,0,1.398862,8.356634,34.0759634502606,10.3303997036779,3.29861035658947
"285","Daves","T1","1","12","113",2,27.707504,7.997316,9.745181,3.46460037342528,0,1.974749,7.770432,22.4773807334876,4.91972201116134,4.56883146700024
"286","Daves","T1","44","12","114",1,21.901802,8.347831,6.420798,2.62365182045492,5,-1.648269,8.069067,27.848955960527,3.03467540710448,9.17691424108482
"287","Daves","T1","31","12","116",2,41.921684,11.699619,12.179234,3.58316659713449,0,4.630706,7.548528,23.3538523055691,4.86459893057916,4.80077651597656
"288","Daves","T1","3","12","117",0,18.866196,6.543107,4.640768,2.88336962852663,5,-2.63981,7.280578,22.0372753310957,4.77719297890572,4.61301760854209
"289","Daves","T1","36","12","118",0,12.516261,4.561083,3.260796,2.7441423451404,5,-5.264172,8.524968,25.2819778429058,5.62479525434043,4.49473744371348
"290","Daves","T1","50","12","119",0,25.115618,7.326747,7.215733,3.42793575375265,0,-0.200672,7.416405,20.2484216960386,4.03210971525232,5.02179333549497
"291","Daves","T1","13","12","120",2,26.015499,6.974475,9.628541,3.73010140548213,0,1.80368,7.824861,19.9860975372938,3.74922701844874,5.33072482379665
"292","Daves","T1","7","13","121",0,27.904669,6.323274,8.165964,4.41300962128163,0,1.334614,6.83135,21.6401670574162,4.81357589747307,4.49565302767458
"293","Daves","T1","36","13","122",0,30.509651,10.504577,6.74075,2.90441499929031,5,-2.224948,8.965698,32.5235251449308,8.38453303344351,3.87899063850112
"294","Daves","T1","3","13","123",0,10.72558,3.332844,3.712065,3.21814642389503,0,-4.400366,8.112431,24.6831283229792,5.54590563719848,4.45069388801355
"295","Daves","T1","41","13","124",1,17.218639,17.218639,5.161519,1,0,-3.401297,8.562816,24.2310419226689,4.70079960046724,5.15466388319562
"296","Daves","T1","44","13","125",2,46.097771,13.900194,12.301296,3.31634011726743,0,3.263339,9.037957,24.4596047853133,4.82673074662361,5.06753039879492
"297","Daves","T1","62","13","126",3,43.92664,14.160964,11.723259,3.10195266367459,0,4.2429,7.480359,22.178668938838,4.65453222554993,4.7649619476461
"298","Daves","T1","13","13","127",0,6.747782,2.033679,3.333575,3.31801724854316,5,-4.363012,7.696587,20.9653787519652,3.92822678526929,5.33711007485226
"299","Daves","T1","1","13","128",4,48.735645,13.439467,15.089706,3.62630787366791,0,6.239791,8.849915,29.4044354529619,6.6699316936951,4.40850623414285
"300","Daves","T1","50","13","129",6,46.403015,13.090245,13.975423,3.54485458446347,0,5.877208,8.098215,26.5509187035609,5.82834358208435,4.55548275931696
"301","Daves","T1","31","13","130",0,12.495801,3.611382,3.110657,3.46011609959844,5,-6.101878,9.212535,32.8587360786967,8.04908212594432,4.0822960387973
"302","Daves","T1","44","14","131",0,38.92141,11.532526,10.546898,3.37492497307181,0,1.199437,9.347461,30.2799514343061,6.93785997954558,4.36445121746165
"303","Daves","T1","13","14","134",3,21.184481,6.43038,6.922634,3.29443687620327,1,-0.460958,7.383592,23.8695935623624,5.59941405640383,4.26287345817259
"304","Daves","T1","36","14","138",2,53.513031,16.121073,12.537871,3.31944598228666,0,4.543439,7.994432,28.9114190143943,6.76355873127702,4.27458682079568
"305","Daves","T1","31","14","139",5,45.057606,12.159379,14.069469,3.70558447104906,0,3.653984,10.415485,34.2416814897365,8.18917876667028,4.18133276429368
"306","Daves","T1","50","14","140",2,36.581726,11.639806,10.192674,3.1428123458415,0,2.066403,8.126271,22.0407306389705,4.17314577013915,5.28156260360766
"307","Daves","T1","7","15","141",0,33.466732,10.848815,7.763664,3.08482834300336,0,-0.969189,8.732853,33.9983081005932,9.97207316385474,3.40935205167017
"308","Daves","T1","62","15","144",2,45.202473,14.635053,10.909033,3.08864429804251,0,1.31545,9.593583,31.8474125062054,28.1708046864491,1.13051128147308
"309","Daves","T1","50","15","145",4,38.948689,10.217075,13.273179,3.81211736235664,0,5.757175,7.516004,23.8861836264173,4.20394166209065,5.68185420882803
"310","Daves","T1","1","15","146",0,16.291641,2.783606,5.528123,5.85271083623185,0,-2.281478,7.809601,20.4771100944572,3.95038997452432,5.18356674316006
"311","Daves","T1","41","15","148",0,11.193262,3.1569,4.236629,3.54564984636827,5,-4.180419,8.417048,21.6780972972862,3.78611635611142,5.72568174305952
"312","Daves","T1","3","15","149",0,22.663456,7.013898,6.050911,3.23122121251264,0,-1.655265,7.706176,23.9692149243237,5.29347834748937,4.5280651682824
"313","Daves","T1","36","15","150",0,13.656547,3.902649,3.762536,3.49930188443798,5,-3.356574,7.11911,21.3513184518196,4.84434929323878,4.40746881766339
"314","Daves","T1","13","16","151",1,26.541428,6.277207,8.888532,4.22822251998381,0,1.617284,7.271248,20.0336145147729,3.68606727532241,5.43495628766585
"315","Daves","T1","1","16","152",0,24.402451,6.772609,8.08974,3.60310937778927,0,0.863508,7.226232,18.2262485448389,3.46126175171988,5.26578162884746
"316","Daves","T1","41","16","155",0,5.376648,1.282656,2.157329,4.19180824788564,5,-5.019661,7.17699,19.5709216072948,3.63517784542585,5.38375904549511
"317","Daves","T1","44","16","156",5,67.014893,23.394907,18.014669,2.86450777513243,0,7.225662,10.789007,43.8089842751163,11.4986498227557,3.80992420418082
"318","Daves","T1","31","16","157",4,39.900803,10.759753,13.231427,3.70833819326522,0,5.058712,8.172715,26.0785152143275,5.36824648191581,4.85792060818725
"319","Daves","T1","36","16","158",3,42.533524,11.917057,11.908269,3.56912986150859,0,3.384518,8.523751,33.98749352478,8.49412230277186,4.00129552098502
"320","Daves","T1","62","16","159",2,29.787769,8.555942,7.716524,3.48153002907219,0,-0.836672,8.553196,28.2848362501099,6.63774255767722,4.2612132067996
"321","Daves","T1","1","17","162",3,39.639328,10.565591,12.108848,3.75173788196041,0,3.896547,8.212301,24.9453534558294,5.465827456103,4.56387503194527
"322","Daves","T1","13","17","163",0,9.016335,2.123872,2.469539,4.24523464690904,5,-5.750023,8.219562,23.5962309895843,4.65499617552356,5.06901189600448
"323","Daves","T1","41","17","164",5,38.443035,11.415063,14.378551,3.36774619640733,0,6.049884,8.328667,25.2655222519387,5.38210737413127,4.6943549237564
"324","Daves","T1","7","17","165",0,36.166626,11.356628,8.997071,3.18462716221752,0,0.389062999999998,8.608008,31.2131074590415,8.18283684670314,3.814460442483
"325","Daves","T1","31","17","166",0,21.251085,6.71424,6.641559,3.16507676222476,0,-1.306773,7.948332,21.8192731357948,4.27125349535006,5.10840041677428
"326","Daves","T1","50","17","167",0,15.857354,5.532254,5.179955,2.86634597760696,5,-2.792018,7.971973,22.9214745539413,4.73152155248589,4.8444193479154
"327","Daves","T1","36","17","168",1,49.227043,15.914198,11.540093,3.09327827893055,0,2.45449,9.085603,30.5791083671139,7.37787616338586,4.14470339294506
"328","Daves","T1","62","17","169",1,29.212715,8.361596,9.23006,3.49367692483588,0,1.366402,7.863658,27.504534690598,6.83732614844756,4.0227033336479
"329","Daves","T1","44","17","170",1,32.545475,10.614999,9.705071,3.0659894551097,0,0.977880000000001,8.727191,27.8429312918514,6.62555784936509,4.20235275653348
"330","Daves","T1","31","18","172",0,9.109948,3.300032,3.492894,2.76056353392937,5,-5.857568,9.350462,28.8263309952607,5.84170761856998,4.93457271014827
"331","Daves","T1","41","18","173",2,28.753035,7.224271,10.436275,3.98006041024762,0,2.737198,7.699077,22.4864240301142,4.54077441733744,4.95211212084381
"332","Daves","T1","36","18","174",0,48.729031,16.662611,10.632829,2.92445349651384,0,1.662301,8.970528,31.268821974591,7.98593482498237,3.91548674762193
"333","Daves","T1","3","18","175",0,33.051388,11.518316,9.162829,2.86946355699913,0,1.06432,8.098509,28.9306519772093,7.49823266654212,3.8583294575935
"334","Daves","T1","50","18","176",0,22.757982,7.100817,5.843095,3.20498077897234,5,-2.105368,7.948463,25.0260022927802,5.61127625077701,4.4599483565463
"335","Daves","T1","62","18","178",2,30.923216,9.1494,9.95729,3.37980807484644,0,2.396397,7.560893,23.2986946011511,5.13196235817193,4.53991923071128
"336","Daves","T1","62","19","181",6,44.4189,11.665718,15.10614,3.8076439015584,0,6.709791,8.396349,25.8293458470191,5.69171717381186,4.53805856093173
"337","Daves","T1","31","19","182",5,46.88958,12.634087,14.555234,3.71135484503154,0,4.404013,10.151221,32.6167345227096,7.55497240912098,4.31725395625958
"338","Daves","T1","41","19","183",2,30.837639,8.111876,8.875167,3.80154220799233,0,1.854111,7.021056,21.9213138242854,4.75817411995842,4.60708525405475
"339","Daves","T1","36","19","184",0,40.214859,10.955915,10.148088,3.67060706476821,0,1.300966,8.847122,30.9334308256169,7.91730065484616,3.90706784725708
"340","Daves","T1","1","19","185",0,18.381779,5.783737,5.062773,3.17818375904714,0,-2.784909,7.847682,22.9000814757767,5.08791348003416,4.50087871298136
"341","Daves","T1","3","19","186",0,13.856845,3.793151,3.166329,3.65312243040153,5,-4.321374,7.487703,20.6794887369666,4.23195089326332,4.88651434256608
"342","Daves","T1","50","19","188",4,36.467064,10.053769,11.895812,3.62720329062663,0,3.645612,8.2502,26.9033163418588,5.94923779828174,4.52214506362967
"343","Daves","T1","7","19","189",0,14.582355,5.318908,4.491455,2.74160692382722,5,-2.200713,6.692168,19.6128339151408,4.02492373675144,4.87284609545683
"344","Daves","T1","13","19","190",0,11.745921,3.377893,4.740739,3.47729220552575,5,-2.536958,7.277697,18.8884416264408,3.39980486466943,5.5557428671064
"345","Daves","T1","36","20","191",0,57.279846,16.266992,12.746533,3.52123158356505,0,2.177551,10.568982,36.6995637165455,8.68182760827427,4.22717028861167
"346","Daves","T1","31","20","192",2,36.022923,9.99266,10.944712,3.60493832473035,0,2.115717,8.828995,26.3576748793754,5.61612385585564,4.69321467187617
"347","Daves","T1","1","20","193",0,30.415649,7.548234,7.835929,4.02950531210347,0,1.33064,6.505289,18.8208496480611,4.02519524086114,4.67576068286183
"348","Daves","T1","3","20","197",1,29.770573,6.684167,8.895127,4.45389425488621,0,0.766925,8.128202,23.8231757614086,4.70490178290754,5.06347993234543
"349","Daves","T1","50","20","198",0,14.667831,4.398061,2.707293,3.33506765822484,5,-6.31082,9.018113,30.2203986517411,6.69552880656428,4.51351932383789
"350","Daves","T1","13","20","199",4,42.101017,10.305994,13.753463,4.08510008835635,0,4.425791,9.327672,29.8078440649043,6.27761672700754,4.74827396465049
