"","site","genotype","array","tag_number","T0","timepoint","growth","number_branches","sa","volume","tle","sav"
"561","Looe","62","9","82",NA,"T0",NA,0,30.0785935815889,7.2896886292684,8.779782,4.126183587708
"562","Looe","3","9","81",NA,"T0",NA,0,21.0449359926647,4.63579155432954,6.818452,4.53966399179662
"563","Looe","31","9","86",NA,"T0",NA,0,17.4892855211077,2.76491838187636,7.261439,6.32542560234232
"564","Looe","50","9","84",NA,"T0",NA,0,32.3937865302782,7.42092757841196,9.170886,4.36519372921981
"565","Looe","13","9","83",NA,"T0",NA,0,22.9870435137453,4.72142343525853,7.924602,4.86866806778719
"566","Looe","36","9","87",NA,"T0",NA,0,35.7340346986969,8.63039663498361,10.75372,4.14048579805102
"567","Looe","44","9","88",NA,"T0",NA,0,38.4579567361006,8.96135230523438,11.024885,4.29153496327079
"568","Looe","1","9","85",NA,"T0",NA,0,27.2595020144296,5.65564077982037,9.584589,4.81987860892668
"569","Looe","36","10","99",NA,"T0",NA,0,34.0877717850934,8.07464735644331,10.0802,4.22158024745098
"570","Looe","41","10","95",NA,"T0",NA,0,27.8735093827533,5.35477415384437,9.511276,5.20535667461193
"571","Looe","50","10","100",NA,"T0",NA,0,27.0625731138853,5.53324787479371,8.94447,4.890902002993
"572","Looe","7","10","96",NA,"T0",NA,0,21.9416041656352,4.63679293639512,7.132475,4.73206469786716
"573","Looe","31","10","98",NA,"T0",NA,0,19.7588273407689,3.77861713654362,7.520687,5.22911600375654
"574","Looe","1","10","93",NA,"T0",NA,0,17.9564525096732,3.79666072163348,6.595071,4.72953835652389
"575","Looe","62","10","91",NA,"T0",NA,0,37.4455632099027,8.77939015756466,10.745427,4.26516677558044
"576","Looe","3","10","94",NA,"T0",NA,0,19.3164723074902,3.86328074582861,6.601647,5.00001775132373
"577","Looe","13","10","97",NA,"T0",NA,0,24.0545807292827,5.15306750837423,7.748622,4.66801195408204
